Name,X,Y,Radius,Color,Mass,Distance,Number of Moons,Volume,Density,Surface Area,Circumference,Gravity,Orbital Period,Escape Velocity,Orbital Velocity
Earth,0,0,6371,blue,5.94e+24,1.49,1,1083206916845.7535,5483716829741.998,510064471.90978825,40030.173592041145,9767354.680471305,9.918340589004797e-10,352782.6998855887,16311839.896387197
